person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
823,Male,African-American,42,0,0,0,7,14,(F3),Drivg While Lic Suspd/Revk/Can,1,(F3),Driving While License Revoked,,,,1,0
826,Female,Caucasian,26,0,0,0,2,1,(F3),Uttering a Forged Instrument,,,,,,,0,0
840,Male,African-American,27,0,0,0,5,0,(F1),Consp Traff Oxycodone 28g><30k,,,,,,,0,0
845,Male,African-American,24,0,0,0,3,0,(M1),Battery,,,,,,,0,0
850,Male,African-American,21,0,2,0,5,3,(F2),arrest case no charge,3,(F3),Grand Theft in the 3rd Degree,,(F2),Robbery / No Weapon,1,1
864,Male,Hispanic,24,0,0,0,8,8,(F3),Possession of Cannabis,,,,,,,0,0
865,Female,Caucasian,23,0,0,1,8,3,(M2),Driving License Suspended,,,,,,,0,0
868,Female,African-American,37,0,0,0,1,0,(F3),Aggravated Assault w/Firearm,,,,,,,0,0
871,Male,Caucasian,42,0,0,0,1,0,(M1),Battery,,,,,,,0,0
876,Male,Caucasian,34,0,0,0,1,0,(M1),Battery,,,,,,,0,0
890,Male,Other,30,0,0,0,6,0,(M1),Battery,1,(M2),Operating W/O Valid License,,,,1,0
893,Male,Hispanic,31,0,0,0,1,0,(M2),DUI Property Damage/Injury,,,,,,,0,0
898,Male,African-American,28,0,0,0,8,4,(F2),arrest case no charge,7,(F3),Tampering With Physical Evidence,,,,1,0
901,Male,African-American,27,0,0,0,2,0,(M1),Battery,,,,,,,0,0
906,Female,Caucasian,24,0,0,1,5,0,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
910,Male,African-American,26,0,0,0,4,1,(F3),Agg Fleeing and Eluding,,,,,,,0,0
929,Male,Caucasian,24,0,0,1,4,2,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
945,Male,African-American,26,0,0,0,8,6,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
959,Male,African-American,20,0,1,1,9,4,(F3),arrest case no charge,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
960,Male,Caucasian,26,0,0,0,7,3,(F2),Burglary Conveyance Occupied,1,(M2),Operating W/O Valid License,,,,1,0
967,Male,African-American,27,0,2,1,9,18,(F3),Felony Petit Theft,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
973,Female,Caucasian,57,0,0,0,4,0,(M2),Disorderly Conduct,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
985,Male,Hispanic,31,0,0,0,2,1,(F2),arrest case no charge,,,,,,,0,0
991,Male,African-American,23,0,0,0,7,4,(F3),arrest case no charge,,,,,,,0,0
1001,Male,African-American,47,0,0,0,9,20,(F3),Tamper With Witness/Victim/CI,,,,,,,0,0
1004,Male,Hispanic,23,0,0,0,6,2,(M1),Possess Cannabis/20 Grams Or Less,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1005,Male,African-American,65,0,0,0,2,2,(M1),Violation of Injunction Order/Stalking/Cyberstalking,1,(F2),Aggrav Battery w/Deadly Weapon,,(F2),Aggrav Battery w/Deadly Weapon,1,1
1011,Male,African-American,36,0,0,0,2,1,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1026,Male,African-American,46,0,0,0,9,17,(F3),arrest case no charge,2,(F3),,,,,1,0
1027,Male,African-American,22,0,0,1,9,3,(F3),arrest case no charge,,,,,,,0,0
1043,Male,African-American,31,0,0,0,7,5,(F3),arrest case no charge,,,,,,,0,0
1045,Male,African-American,20,0,0,0,8,0,(F3),Burglary Unoccupied Dwelling,,,,,,,0,0
1051,Male,African-American,33,0,0,0,2,3,(M2),Driving License Suspended,1,(M1),Opert With Susp DL 2nd Offens,,,,1,0
1055,Male,African-American,33,0,0,0,8,4,(F3),arrest case no charge,1,(F3),Grand Theft in the 3rd Degree,,(F3),Aggravated Assault w/Firearm,1,1
1060,Male,African-American,44,0,0,0,1,1,(F3),Unauth Poss ID Card or DL,,,,,,,0,0
1079,Male,African-American,37,0,0,0,1,5,(F2),Aggravated Battery / Pregnant,1,(M1),Battery,,(M1),Battery,1,1
1108,Female,African-American,30,0,0,0,6,0,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1109,Male,African-American,45,0,0,0,4,0,(F3),Grand Theft (Motor Vehicle),1,(M1),Extradition/Defendants,,,,1,0
1122,Male,African-American,24,0,0,0,3,0,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1132,Female,Caucasian,53,0,0,0,1,0,(F3),Possession of Cocaine,,,,,,,0,0
1161,Male,African-American,55,0,0,0,8,19,(F3),Possession of Cocaine,,,,,,,0,0
1169,Male,African-American,29,0,0,0,4,1,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1177,Male,Caucasian,47,0,0,0,1,0,(M2),Leave Acc/Attend Veh/More $50,,,,,,,0,0
1188,Male,African-American,23,0,0,0,4,0,(F1),Sex Battery Deft 18+/Vict 11-,,,,,,,0,0
1193,Male,Caucasian,48,0,0,0,7,0,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1195,Female,African-American,37,0,0,0,7,3,(F3),Resist Officer w/Violence,,,,,,,0,0
1200,Male,African-American,24,0,0,0,5,0,(F3),Burglary Conveyance Unoccup,1,(M2),Driving License Suspended,,,,1,0
1215,Male,Hispanic,83,0,0,0,1,0,(M1),Battery,,,,,,,0,0
1221,Male,Other,29,0,0,0,7,3,(M1),Driving Under The Influence,,,,,,,0,0
1233,Male,Caucasian,26,0,0,0,4,8,(F3),arrest case no charge,,,,,,,0,0
1240,Male,African-American,29,0,1,0,10,16,(F3),Possession of Cocaine,,,,,,,0,0
1249,Male,Caucasian,22,0,0,0,3,0,(M1),Battery,,,,,,,0,0
1251,Male,African-American,20,0,0,0,3,0,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1257,Male,African-American,22,0,0,1,7,1,(M1),Battery,3,(F3),Tampering With Physical Evidence,,(M1),Battery,1,1
1267,Male,African-American,23,0,0,1,3,0,(F3),Aggravated Assault W/dead Weap,,,,,,,0,0
1291,Male,Hispanic,58,0,0,0,2,1,(F3),Use Computer for Child Exploit,,,,,,,0,0
1295,Male,Caucasian,26,0,0,0,4,0,(F3),Possession of Cocaine,,,,,,,0,0
1312,Male,African-American,33,0,0,0,1,0,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
1320,Male,Other,46,0,0,0,1,0,(F3),Delivery of 5-Fluoro PB-22,,,,,,,0,0
1331,Male,African-American,23,0,3,1,10,6,(F3),Burglary Conveyance Unoccup,3,(F3),Grand Theft in the 3rd Degree,,,,1,0
1335,Female,Caucasian,37,0,0,0,4,4,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1348,Female,African-American,29,0,0,0,5,1,(F1),arrest case no charge,,,,,,,0,0
1349,Male,Hispanic,43,0,0,0,1,0,(M1),Battery,,,,,,,0,0
1354,Male,Hispanic,27,0,0,0,1,1,(M2),Expired DL More Than 6 Months,,,,,,,0,0
1358,Male,African-American,28,0,0,0,6,3,(M1),arrest case no charge,1,(F2),Burglary Unoccupied Dwelling,,,,1,0
1367,Male,African-American,33,0,0,0,2,0,(F3),Felony Driving While Lic Suspd,2,(F3),Possession of Cannabis,,,,1,0
1376,Male,Hispanic,28,0,0,0,5,1,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1381,Male,Caucasian,42,0,0,0,1,0,(M1),Battery,,,,,,,0,0
1383,Male,Hispanic,30,0,0,0,4,0,(F3),Leaving the Scene of Accident,,,,,,,0,0
1387,Female,Caucasian,35,0,0,0,3,1,(M1),Battery,,,,,,,0,0
1393,Male,African-American,49,0,0,0,1,3,(F3),arrest case no charge,6,(F3),Obtain Control Substance By Fraud,,,,1,0
1397,Male,African-American,63,0,0,0,9,3,(M2),Trespass Structure/Conveyance,,,,,,,0,0
1411,Female,Hispanic,69,0,0,0,1,0,(M1),DUI - Enhanced,,,,,,,0,0
1418,Male,Hispanic,45,0,0,0,3,1,(F3),Sex Offender Fail Comply W/Law,,,,,,,0,0
1427,Male,African-American,32,0,0,0,9,14,(F3),Grand Theft (Motor Vehicle),1,(M1),Possess Cannabis/20 Grams Or Less,,(F2),Throw Deadly Missile Into Veh,1,1
1433,Male,African-American,21,0,0,0,8,1,(F3),Possession of Cocaine,,,,,,,0,0
1448,Male,Caucasian,23,0,0,0,3,0,(M1),Viol Injunct Domestic Violence,,,,,,,0,0
1467,Male,African-American,29,0,0,1,7,10,(F3),Deliver Cannabis,1,(F3),Driving While License Revoked,,,,1,0
1471,Male,Caucasian,22,0,0,0,5,2,(M1),Battery,1,(F3),Poss3;4 Methylenedioxymethcath,,(F3),Felony Battery (Dom Strang),1,1
1478,Male,Caucasian,37,0,0,0,2,0,(M2),Prowling/Loitering,,,,,,,0,0
1479,Male,African-American,52,0,0,0,1,6,(M1),Battery,3,(F3),Possession of Cocaine,,,,1,0
1484,Male,Caucasian,32,0,0,0,9,8,(F3),Felony Petit Theft,2,(M1),Fraudulent Use Of Credit Card,,,,1,0
1485,Male,African-American,21,0,0,0,7,1,(M1),Battery,1,(M1),Possess Cannabis/20 Grams Or Less,,(M1),Battery,1,1
1504,Male,Hispanic,55,0,0,0,3,6,(F3),arrest case no charge,,,,,,,0,0
1531,Male,Hispanic,21,0,0,1,5,1,(F3),arrest case no charge,1,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1535,Male,Hispanic,22,0,0,0,7,1,(M1),Battery,3,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1578,Male,Caucasian,39,0,0,0,1,1,(F3),Money Launder 100K or More Dols,,,,,,,0,0
1588,Male,African-American,35,0,0,0,10,1,(M2),Petit Theft,1,(M1),Unlaw Use False Name/Identity,,,,1,0
1591,Female,Caucasian,53,0,0,0,1,0,(M1),Driving Under The Influence,,,,,,,0,0
1593,Male,African-American,57,0,0,0,1,0,(F3),Possession of Cocaine,,,,,,,0,0
1596,Male,African-American,27,0,0,0,3,1,(F3),Possession of Cannabis,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
1610,Male,African-American,21,0,0,2,6,4,(F3),Tampering With Physical Evidence,,,,,,,0,0
1619,Male,Other,38,0,0,0,4,2,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1623,Male,African-American,57,0,0,0,7,19,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
1638,Male,African-American,45,0,0,0,3,10,(F2),Aggrav Battery w/Deadly Weapon,1,(M2),Driving License Suspended,,,,1,0
1646,Male,Hispanic,47,0,0,0,1,0,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
1660,Male,African-American,27,0,0,1,10,9,(F3),arrest case no charge,4,(F3),Fraudulent Use Credit Card,,(F1),Robbery W/Deadly Weapon,1,1
1666,Female,Caucasian,62,0,0,0,1,2,(F3),Aggravated Assault W/o Firearm,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1667,Male,Caucasian,20,0,0,0,5,0,(M1),Battery,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1673,Male,Caucasian,29,0,0,0,7,7,(M2),Criminal Mischief Damage <$200,2,(M2),Petit Theft,,(M1),Assault On Law Enforc Officer,1,1
1682,Male,Caucasian,40,0,0,0,1,3,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1684,Female,Caucasian,24,0,0,0,7,2,(F3),arrest case no charge,,,,,,,0,0
1696,Female,Hispanic,35,0,0,0,8,10,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
1715,Male,African-American,43,0,0,0,6,9,(F3),Felony Battery,1,(M1),Viol Prot Injunc Repeat Viol,,(M1),Battery,1,1
1718,Male,African-American,25,0,1,0,9,11,(F3),Grand Theft in the 3rd Degree,1,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,1
1725,Female,Hispanic,27,0,0,0,3,0,(F3),Grand Theft in the 3rd Degree,1,(M2),Driving License Suspended,,,,1,0
1741,Male,African-American,24,0,0,0,6,5,(F3),Uttering a Forged Instrument,3,(M1),Resist/Obstruct W/O Violence,,,,1,0
1746,Male,Caucasian,25,0,0,0,3,1,(M1),Possess Cannabis/20 Grams Or Less,1,(M2),Operating W/O Valid License,,,,1,0
1747,Male,Caucasian,31,0,0,0,5,3,(M1),Resist/Obstruct W/O Violence,,,,,,,0,0
1755,Female,African-American,24,0,0,0,7,0,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1792,Male,Other,25,0,0,0,9,7,(F7),Burglary Conveyance Assault/Bat,1,(F3),Neglect Child / No Bodily Harm,,(F2),Neglect Child / Bodily Harm,1,1
1796,Male,African-American,21,0,0,0,3,0,(F3),Burglary Conveyance Unoccup,1,(M2),Petit Theft,,,,1,0
1800,Male,African-American,50,0,0,0,5,4,(M2),Assault,,,,,,,0,0
1801,Female,African-American,23,0,0,0,3,0,(M1),Battery,,,,,,,0,0
1806,Female,Caucasian,33,0,0,0,5,2,(F3),Criminal Mischief,3,(M1),Trespass Other Struct/Convey,,,,1,0
1826,Male,Caucasian,47,0,0,0,1,2,(M2),Driving License Suspended,,,,,,,0,0
1833,Male,Other,24,0,0,0,3,0,(F3),Unauth Poss ID Card or DL,,,,,,,0,0
1855,Female,Caucasian,27,0,0,0,10,3,(F3),Possession of Ethylone,,,,,,,0,0
1856,Male,Caucasian,21,0,0,0,4,1,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1857,Male,African-American,29,0,0,0,8,0,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1899,Male,Hispanic,32,0,0,0,1,0,(M1),Battery,,,,,,,0,0
1906,Male,Caucasian,30,0,0,0,4,3,(M1),Battery,,,,,,,0,0
1911,Male,African-American,37,0,0,0,6,9,(M2),Assault,,,,,,,0,0
1922,Male,African-American,31,0,0,0,3,0,(F3),False Imprisonment,,,,,,,0,0
1927,Male,African-American,31,0,0,0,3,4,(F3),arrest case no charge,2,(M2),Susp Drivers Lic 1st Offense,,,,1,0
1929,Male,Hispanic,26,0,0,0,5,0,(M2),Petit Theft,4,(M1),Unlaw Use False Name/Identity,,,,1,0
1941,Male,African-American,28,0,0,0,1,0,(M1),DUI Property Damage/Injury,,,,,,,0,0
1943,Male,African-American,24,0,0,0,3,0,(F3),Possession Burglary Tools,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
1944,Male,African-American,57,0,0,0,9,16,(F7),Burglary Dwelling Assault/Batt,,,,,,,0,0
1957,Male,Caucasian,30,0,0,0,1,0,(M1),Battery,,,,,,,0,0
1971,Male,African-American,44,0,0,0,5,2,(F3),arrest case no charge,,,,,,,0,0
1994,Male,Caucasian,29,0,0,0,10,7,(M1),Battery,1,(F2),Aggrav Battery w/Deadly Weapon,,(F2),Aggrav Battery w/Deadly Weapon,1,1
1995,Male,Caucasian,51,0,0,0,1,7,(F3),Burglary Conveyance Unoccup,3,(F1),Falsely Personating Officer,,(M1),Battery,1,1
1997,Male,Caucasian,41,0,0,0,5,10,(F3),arrest case no charge,,,,,,,0,0
2006,Male,African-American,22,0,0,0,8,0,(F2),Poss Cocaine/Intent To Del/Sel,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
2015,Female,Hispanic,57,0,0,0,1,2,(F3),arrest case no charge,,,,,,,0,0
2017,Male,Caucasian,34,0,0,0,2,5,(F3),Felony Battery (Dom Strang),,,,,,,0,0
2019,Male,African-American,20,2,0,0,8,2,(F3),arrest case no charge,1,(M2),Operating W/O Valid License,,,,1,0
2021,Male,Other,45,0,0,0,1,0,(M1),Battery,,,,,,,0,0
2036,Male,African-American,32,1,2,0,10,17,(F3),Possession of Cocaine,2,(M2),Prowling/Loitering,,,,1,0
2042,Female,African-American,58,0,0,0,1,4,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2044,Male,Other,33,0,0,0,2,0,(M1),Battery,,,,,,,0,0
2055,Male,African-American,22,0,0,0,9,6,(F3),arrest case no charge,,,,,,,0,0
2081,Male,African-American,21,0,0,0,9,1,(F3),Possession of Cannabis,,,,,,,0,0
2084,Male,African-American,32,0,0,0,10,1,(F2),Poss Cocaine/Intent To Del/Sel,,,,,,,0,0
2090,Female,African-American,23,0,0,0,4,0,(M1),Battery,,,,,,,0,0
2094,Male,African-American,35,0,0,0,4,1,(MO3),Prostitution/Lewdness/Assign,,,,,,,0,0
2106,Female,African-American,47,0,0,0,3,5,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2114,Male,African-American,27,0,0,0,9,15,(MO3),Resisting W/O Violence,,,,,,,0,0
2117,Male,African-American,57,0,0,0,9,20,(M2),arrest case no charge,,,,,,,0,0
2124,Male,Caucasian,61,0,0,0,1,0,(F3),Battery on a Person Over 65,,,,,,,0,0
2126,Male,Caucasian,23,0,0,0,8,5,(F3),arrest case no charge,1,(M2),DWLS Canceled Disqul 1st Off,,,,1,0
2128,Male,African-American,26,0,0,0,3,3,(F3),Crimin Mischief Damage $1000+,1,(M1),,,,,1,0
2136,Male,African-American,28,0,0,0,2,1,(F3),Unauth Poss ID Card or DL,,,,,,,0,0
2147,Male,African-American,31,0,0,0,2,0,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
2155,Male,Caucasian,57,0,0,0,7,15,(F3),arrest case no charge,,,,,,,0,0
2162,Female,African-American,37,0,0,0,4,0,(M2),Prostitution/Lewd Act Assignation,,,,,,,0,0
2179,Male,African-American,54,0,0,0,1,9,(M2),arrest case no charge,,,,,,,0,0
2186,Male,Caucasian,43,0,0,0,2,1,(F3),Felony Battery (Dom Strang),2,(F3),Felony Battery w/Prior Convict,,(F3),Felony Battery (Dom Strang),1,1
2209,Male,Hispanic,28,0,0,1,3,3,(F3),Felony Battery (Dom Strang),1,(M2),Disobey Officer/Fireman,,,,1,0
2244,Female,Other,31,0,0,0,6,4,(F3),Felony Petit Theft,,,,,,,0,0
2260,Female,Other,24,0,0,0,2,0,(M1),Battery,,,,,,,0,0
2277,Male,Caucasian,25,0,0,1,9,5,(M1),arrest case no charge,1,(M1),Opert With Susp DL 2nd Offens,,(F3),Felony Battery w/Prior Convict,1,1
2314,Male,African-American,56,0,0,0,2,3,(M2),Petit Theft,,,,,,,0,0
2317,Male,African-American,27,0,0,0,5,6,(F3),Possession Of Methamphetamine,1,(F3),Burglary Conveyance Unoccup,,,,1,0
2331,Male,Caucasian,41,0,0,0,4,0,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2335,Male,African-American,28,0,0,0,6,4,(F7),Burglary Dwelling Assault/Batt,2,(M1),Viol Injunct Domestic Violence,,(F3),Robbery Sudd Snatch No Weapon,1,1
2342,Female,African-American,29,0,0,0,8,11,(F3),Possession of Cocaine,,,,,,,0,0
2350,Male,African-American,30,0,0,0,10,7,(M2),Assault,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
2371,Male,Caucasian,33,0,0,0,2,2,(M2),Driving License Suspended,,,,,,,0,0
2392,Male,African-American,38,0,0,1,4,10,(F1),Robbery / Weapon,1,(M2),Petit Theft,,,,1,0
2448,Male,African-American,21,0,0,0,8,0,(F3),Grand Theft in the 3rd Degree,4,(M1),Resist/Obstruct W/O Violence,,,,1,0
2454,Male,Other,32,0,0,0,1,1,(F1),Robbery W/Firearm,,,,,,,0,0
2458,Female,Other,33,0,0,0,2,0,(M1),Battery,,,,,,,0,0
