person_id,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
706,Male,African-American,(F1),Aggrav Child Abuse-Agg Battery,,,,,,,0,0
714,Male,Hispanic,(M1),DUI - Enhanced,,,,,,,0,0
724,Male,Caucasian,(F3),Drivg While Lic Suspd/Revk/Can,,,,,,,0,0
725,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
731,Male,Hispanic,(F3),Possession Burglary Tools,,,,,,,0,0
734,Male,African-American,(F3),Carrying Concealed Firearm,,,,,,,0,0
745,Female,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
770,Male,Caucasian,(M1),DUI Property Damage/Injury,,,,,,,0,0
781,Male,Other,(F3),Aggravated Assault w/Firearm,,,,,,,0,0
786,Female,Caucasian,(M2),Leave Accd/Attend Veh/Less $50,,,,,,,0,0
792,Male,Other,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
805,Male,Caucasian,(F3),Possession of Cocaine,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
829,Male,Caucasian,(F3),Possession of Cocaine,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
843,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
844,Male,African-American,(F3),Felony Petit Theft,,,,,,,0,0
849,Male,African-American,(F3),Grand Theft in the 3rd Degree,4,(M2),Susp Drivers Lic 1st Offense,,,,1,0
855,Male,African-American,(F7),Burglary Dwelling Assault/Batt,,,,,,,0,0
861,Male,Caucasian,(F3),arrest case no charge,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
868,Female,African-American,(F3),Aggravated Assault w/Firearm,,,,,,,0,0
898,Male,African-American,(F2),arrest case no charge,7,(F3),Tampering With Physical Evidence,,,,1,0
909,Male,African-American,(F7),arrest case no charge,,,,,,,0,0
913,Male,African-American,(M1),Viol Pretrial Release Dom Viol,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
919,Male,Hispanic,(M1),Petit Theft $100- $300,1,(F3),Grand Theft in the 3rd Degree,,,,1,0
926,Male,African-American,(M1),Felony Battery (Dom Strang),1,(M2),Driving License Suspended,,,,1,0
939,Male,African-American,(M1),Battery,,,,,,,0,0
944,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
949,Female,Caucasian,(F3),Possession of Cocaine,2,(F3),Possession of Cocaine,,,,1,0
953,Male,African-American,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
965,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
978,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
994,Male,Hispanic,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
996,Male,African-American,(F3),Burglary Structure Unoccup,2,(F3),Tampering With Physical Evidence,,,,1,0
1000,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,1,(F3),Poss Pyrrolidinovalerophenone,,,,1,0
1009,Male,Hispanic,(F3),Driving While License Revoked,,,,,,,0,0
1013,Male,African-American,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
1018,Male,African-American,(M2),Assault,,,,,,,0,0
1022,Female,African-American,(M1),Battery,,,,,,,0,0
1034,Male,African-American,(M1),Battery,1,(M2),Petit Theft,,(F1),Carjacking,1,1
1035,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
1046,Male,African-American,(M1),Battery,,,,,,,0,0
1054,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1064,Male,Caucasian,(M1),Viol Injunct Domestic Violence,,,,,,,0,0
1078,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
1079,Male,African-American,(F2),Aggravated Battery / Pregnant,1,(M1),Battery,,(M1),Battery,1,1
1094,Male,Caucasian,(F3),Felony Battery,1,(F2),Agg Battery Grt/Bod/Harm,,(F2),Agg Battery Grt/Bod/Harm,1,1
1122,Male,African-American,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1136,Male,African-American,(M2),arrest case no charge,1,(M2),Operating W/O Valid License,,,,1,0
1141,Male,African-American,(M2),arrest case no charge,,,,,,,0,0
1149,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
1157,Male,Native American,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
1163,Male,African-American,(F2),Burglary Unoccupied Dwelling,1,(F3),Grand Theft (Motor Vehicle),,,,1,0
1170,Male,Other,(F3),Aggravated Assault W/Dead Weap,1,(M1),Carrying A Concealed Weapon,,,,1,0
1174,Male,Caucasian,(F3),Use Computer for Child Exploit,,,,,,,0,0
1185,Male,Caucasian,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1188,Male,African-American,(F1),Sex Battery Deft 18+/Vict 11-,,,,,,,0,0
1206,Male,Other,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1216,Male,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,,,,,,,0,0
1218,Female,African-American,(M1),Battery,,,,,,,0,0
1235,Male,African-American,(F3),Fleeing or Eluding a LEO,4,(M1),Resist/Obstruct W/O Violence,,(F1),Agg Battery Law Enforc Officer,1,1
1242,Female,Other,(M1),Battery,1,(M1),Viol Injunct Domestic Violence,,,,1,0
1244,Male,Caucasian,(F3),Tamper With Witness/Victim/CI,,,,,,,0,0
1262,Male,Caucasian,(M2),Disorderly Intoxication,1,(M1),Driving Under The Influence,,,,1,0
1264,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1292,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
1307,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1310,Female,Caucasian,(F3),Possession Of Alprazolam,,,,,,,0,0
1311,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,0
1321,Male,African-American,(M2),Open Carrying Of Weapon,1,(M1),Opert With Susp DL 2nd Offens,,,,1,0
1336,Male,Caucasian,(F3),Crim Use of Personal ID Info,2,(M2),Expired DL More Than 6 Months,,,,1,0
1368,Male,Caucasian,(M1),Battery,5,(M1),Refuse Submit Blood/Breath Test,,(F2),Agg Fleeing/Eluding High Speed,1,1
1373,Male,African-American,(F3),Poss of Ethylone W/I/D/S,,,,,,,0,0
1404,Male,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,0
1409,Male,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
1413,Male,African-American,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
1442,Female,African-American,(F7),Burglary Dwelling Armed,,,,,,,0,0
1446,Male,Caucasian,(F3),Child Abuse,,,,,,,0,0
1467,Male,African-American,(F3),Deliver Cannabis,1,(F3),Driving While License Revoked,,,,1,0
1484,Male,Caucasian,(F3),Felony Petit Theft,2,(M1),Fraudulent Use Of Credit Card,,,,1,0
1496,Male,African-American,(F3),arrest case no charge,2,(M2),Operating W/O Valid License,,(F1),Burglary With Assault/battery,1,1
1508,Female,African-American,(M1),Battery,,,,,,,0,0
1534,Male,African-American,(F7),Burglary Conveyance Armed,,,,,,,0,0
1535,Male,Hispanic,(M1),Battery,3,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1538,Male,Caucasian,(F3),Driving While License Revoked,,,,,,,0,0
1543,Male,African-American,(M1),arrest case no charge,2,(F3),Possession of Cocaine,,,,1,0
1544,Male,Caucasian,(F3),Fraud Obtain Food or Lodging,,,,,,,0,0
1561,Male,African-American,(M1),Felony Battery (Dom Strang),,,,,,,0,0
1564,Male,African-American,(M1),Battery,,,,,,,0,0
1566,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
1570,Female,Hispanic,(F3),Possession of Cocaine,,,,,,,0,0
1586,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
1613,Male,African-American,(F3),Crim Use of Personal ID Info,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1622,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1629,Male,African-American,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
1640,Male,Caucasian,(M1),Battery,,,,,,,0,0
1645,Female,African-American,(F3),Grand Theft in the 3rd Degree,1,(M2),Driving License Suspended,,,,1,0
1661,Male,Caucasian,(F3),Possession Of Heroin,,,,,,,0,0
1677,Female,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
1687,Female,African-American,(M1),DUI Property Damage/Injury,,,,,,,0,0
1689,Male,Caucasian,(M2),Operating W/O Valid License,1,(M2),Operating W/O Valid License,,,,1,0
1702,Male,African-American,(F3),Driving While License Revoked,4,(M1),Unlaw Pos of Prson ID of another,,,,1,0
1711,Female,Caucasian,(M1),Battery,,,,,,,0,0
1722,Male,African-American,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1729,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,(M2),Leave Acc/Attend Veh/More $50,,,,1,0
1732,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1733,Female,Caucasian,(M1),Theft/To Deprive,,,,,,,0,0
1737,Female,African-American,(F3),Crim Use of Personal ID Info,,,,,,,0,0
1750,Male,Caucasian,(F3),arrest case no charge,2,(F3),Possession of Ethylone,,,,1,0
1780,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
1781,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1784,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1786,Male,African-American,(MO3),Poss Of Controlled Substance,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
1791,Male,African-American,(F3),Poss3;4 Methylenedioxymethcath,4,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1795,Female,Hispanic,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1796,Male,African-American,(F3),Burglary Conveyance Unoccup,1,(M2),Petit Theft,,,,1,0
1809,Male,Other,(M1),Battery,1,(M2),Petit Theft,,(F2),Robbery / No Weapon,1,1
1814,Male,Caucasian,(F3),Possession Of Methamphetamine,,,,,,,0,0
1839,Male,African-American,(F3),Resist Officer w/Violence,,,,,,,0,0
1846,Male,African-American,(F7),arrest case no charge,,,,,,,0,0
1865,Male,Caucasian,(F3),False Imprisonment,,,,,,,0,0
1870,Male,African-American,(F3),Carrying Concealed Firearm,,,,,,,0,0
1878,Male,African-American,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
1883,Male,Hispanic,(M1),Solic to Commit Battery,,,,,,,0,0
1902,Female,Caucasian,(M2),arrest case no charge,,,,,,,0,0
1919,Female,Caucasian,(F3),Child Abuse,1,(M1),DUI Level 0.15 Or Minor In Veh,,,,1,0
1929,Male,Hispanic,(M2),Petit Theft,4,(M1),Unlaw Use False Name/Identity,,,,1,0
1931,Male,Caucasian,(M1),Possession of Cannabis,,,,,,,0,0
1934,Female,Caucasian,(M1),Battery,,,,,,,0,0
1938,Female,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
1939,Male,Caucasian,(F3),Obstruct Fire Equipment,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1940,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
1947,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1963,Male,Caucasian,(M1),Battery,,,,,,,0,0
1971,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1973,Male,Caucasian,(F3),Conspiracy Dealing Stolen Prop,,,,,,,0,0
1991,Male,African-American,(F3),Felony Battery w/Prior Convict,1,(MO3),Open Container Of Alcoholic Bev,,,,1,0
1997,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
2011,Male,Other,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
2029,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2037,Male,African-American,(M1),Battery,,,,,,,0,0
2074,Male,Other,(M2),Fleeing Or Attmp Eluding A Leo,,,,,,,0,0
2087,Male,African-American,(M1),Battery,1,(M1),Battery,,(M1),Battery,1,1
2159,Male,Caucasian,(M2),Tresspass Struct/Conveyance,,,,,,,0,0
2171,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,0
2179,Male,African-American,(M2),arrest case no charge,,,,,,,0,0
2185,Male,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
2186,Male,Caucasian,(F3),Felony Battery (Dom Strang),2,(F3),Felony Battery w/Prior Convict,,(F3),Felony Battery (Dom Strang),1,1
2190,Male,Hispanic,(M2),Driving License Suspended,,,,,,,0,0
2196,Male,African-American,(M1),Battery,,,,,,,0,0
2198,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
2202,Male,Caucasian,(M2),Disorderly Conduct,,,,,,,0,0
2218,Female,African-American,(M1),Battery,,,,,,,0,0
2219,Male,Caucasian,(F3),D.U.I. Serious Bodily Injury,,,,,,,0,0
2228,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(M2),Operating W/O Valid License,,,,1,0
2256,Male,Caucasian,(F3),Sex Offender Fail Comply W/Law,,,,,,,0,0
2271,Male,African-American,(F3),arrest case no charge,1,(F3),Attempt Crim Use of Personal ID Info,,,,1,0
2272,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
2274,Male,Caucasian,(M1),Battery,2,(M1),Resist/Obstruct W/O Violence,,(F3),Battery Emergency Care Provide,1,1
2279,Male,African-American,(M2),Assault,,,,,,,0,0
2322,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2326,Male,African-American,(F3),Possession of Cocaine,1,(F3),,,,,1,0
2329,Male,African-American,(F3),Grand Theft (Motor Vehicle),2,(F3),Uttering a Forged Instrument,,,,1,0
2333,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2351,Male,Caucasian,(M2),Aggravated Assault W/Dead Weap,,,,,,,0,0
2373,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,,,,,,,0,0
2388,Male,Other,(F3),Burglary Structure Unoccup,,,,,,,0,0
2393,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
2394,Male,Caucasian,(F3),Possession of Cocaine,2,(F3),Possession of Cocaine,,,,1,0
2397,Male,African-American,(F3),Burglary Conveyance Unoccup,,,,,,,0,0
2398,Female,Caucasian,(F3),Resist Officer w/Violence,,,,,,,0,0
2409,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,0
2418,Male,Caucasian,(F3),Cruelty Toward Child,,,,,,,0,0
2435,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2437,Male,Other,(F2),arrest case no charge,,,,,,,0,0
2459,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
2461,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
2472,Male,Caucasian,(M2),Petit Theft,,,,,,,0,0
2473,Male,African-American,(M2),Driving License Suspended,,,,,,,0,0
2496,Male,Other,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2501,Male,African-American,(F3),Uttering a Forged Instrument,,,,,,,0,0
2508,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2511,Male,Hispanic,(M2),Exposes Culpable Negligence,,,,,,,0,0
2517,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2521,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2543,Male,African-American,(F1),Burglary With Assault/battery,,,,,,,0,0
2565,Male,African-American,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
2570,Female,African-American,(F3),Felony Petit Theft,,,,,,,0,0
2585,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
2593,Female,African-American,(F1),Burglary With Assault/battery,,,,,,,0,0
2594,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
2595,Female,Hispanic,(M1),Battery,,,,,,,0,0
2620,Male,African-American,(M1),Viol Injunct Domestic Violence,1,(M1),Viol Injunct Domestic Violence,,,,1,0
2632,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
2641,Male,Other,(M1),Battery,,,,,,,0,0
2648,Male,African-American,(M1),Battery,,,,,,,0,0
2670,Male,Other,(M1),Battery,,,,,,,0,0
2683,Male,Caucasian,(M1),Battery,,,,,,,0,0
2688,Male,African-American,(F2),Lewd Act Presence Child 16-,1,(F1),Sex Batt Faml/Cust Vict 12-17Y,,(F1),Sex Batt Faml/Cust Vict 12-17Y,1,1
2702,Male,African-American,(F3),Robbery Sudd Snatch No Weapon,,,,,,,0,0
2712,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2729,Male,Native American,(F3),Possess Mot Veh W/Alt Vin #,,,,,,,0,0
2742,Female,Caucasian,(F3),arrest case no charge,2,(F3),False Ownership Info/Pawn Item,,,,1,0
2752,Male,Caucasian,(M1),Battery,,,,,,,0,0
2753,Male,African-American,(F2),Burglary Dwelling Occupied,1,(F1),Burgl Dwel/Struct/Convey Armed,,,,1,0
2758,Male,African-American,(F3),Poss Tetrahydrocannabinols,,,,,,,0,0
2760,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,0
2767,Male,Caucasian,(M1),Refuse Submit Blood/Breath Test,1,(M2),Driving Under The Influence,,,,1,0
2768,Male,Caucasian,(F3),Felony DUI (level 3),,,,,,,0,0
2804,Male,African-American,(M2),Driving Under The Influence,1,(F3),Poss Pyrrolidinovalerophenone,,,,1,0
2827,Female,African-American,(M1),Battery,,,,,,,0,0
2849,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
2852,Male,African-American,(F3),Felony Battery,,,,,,,0,0
2862,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,4,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
2869,Male,Hispanic,(M2),Operating W/O Valid License,,,,,,,0,0
2892,Male,African-American,(F7),arrest case no charge,,,,,,,0,0
2894,Male,African-American,(M1),Battery,,,,,,,0,0
2903,Male,African-American,(F3),Crim Use of Personal ID Info,1,(M2),DWLS Canceled Disqul 1st Off,,,,1,0
2915,Male,Caucasian,(F3),arrest case no charge,3,(M2),Trespass Struct/Conveyance,,,,1,0
2917,Male,Caucasian,(M1),Petit Theft $100- $300,1,(M2),Petit Theft,,,,1,0
2922,Male,African-American,(M2),Driving License Suspended,,,,,,,0,0
2927,Male,African-American,(F3),arrest case no charge,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
2931,Male,African-American,(F3),Stalking (Aggravated),,,,,,,0,0
2945,Female,Caucasian,(M1),Battery on Law Enforc Officer,,,,,,,0,0
2963,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
2967,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2970,Male,Native American,(F1),Aggr Child Abuse-Torture;Punish,,,,,,,0,0
2971,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
2999,Male,Caucasian,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,0
3015,Male,Caucasian,(M1),Battery,2,(MO3),Trespass,,,,1,0
3031,Male,Caucasian,(F2),Aggravated Battery / Pregnant,2,(M1),Viol Injunct Domestic Violence,,,,1,0
3043,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
3045,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
3046,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
3055,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
3059,Male,African-American,(F3),Tamper With Witness/Victim/CI,,,,,,,0,0
3129,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
3130,Male,African-American,(F3),Driving While License Revoked,3,(F1),Possession Of Cocaine 1000FT Sch,,,,1,0
3137,Male,Caucasian,(M2),arrest case no charge,1,(M1),Battery,,(M1),Battery,1,1
3175,Male,Caucasian,(M1),Viol Injunct Domestic Violence,1,(M1),Viol Injunct Domestic Violence,,,,1,0
3178,Male,Caucasian,(F3),Possession Of Alprazolam,1,(F3),Possession of Cocaine,,(F3),Battery on Law Enforc Officer,1,1
3191,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
3212,Male,African-American,(F3),Poss Counterfeit Payment Inst,2,(M2),Operating W/O Valid License,,,,1,0
3214,Female,Hispanic,(M1),Battery,3,(F3),Grand Theft in the 3rd Degree,,,,1,0
3217,Male,Caucasian,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
3225,Male,African-American,(F3),arrest case no charge,2,(F3),Possession of Cannabis,,,,1,0
3227,Male,Caucasian,(F3),arrest case no charge,3,(F3),Possession of Cocaine,,,,1,0
3249,Male,African-American,(M1),Battery,,,,,,,0,0
3296,Male,Caucasian,(F3),Possession of Hydrocodone,,,,,,,0,0
3315,Male,Caucasian,(M2),Assault,,,,,,,0,0
3322,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(M2),Retail/Farm/Fare/Theft,,,,1,0
3330,Male,Caucasian,(F3),Possession of Cannabis,,,,,,,0,0
3344,Male,African-American,(F7),Burglary Dwelling Assault/Batt,2,(F3),Stalking (Aggravated),,(F3),Felony Battery w/Prior Convict,1,1
3352,Female,Caucasian,(F3),Possession Of Alprazolam,,,,,,,0,0
3357,Male,African-American,(F3),Deliver Cannabis,,,,,,,0,0
3365,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
3373,Male,Caucasian,(F2),arrest case no charge,,,,,,,0,0
3395,Male,Other,(F3),Tamper With Witness/Victim/CI,1,(M2),Operating W/O Valid License,,,,1,0
3403,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(MO3),Poss Of Controlled Substance,,,,1,0
3407,Male,Caucasian,(M2),Aggravated Assault W/Dead Weap,,,,,,,0,0
3426,Male,African-American,(F3),arrest case no charge,2,(F3),Possession of Cannabis,,,,1,0
3434,Male,African-American,(F2),arrest case no charge,1,(F2),Aggravated Battery / Pregnant,,(F2),Aggravated Battery / Pregnant,1,1
3484,Male,African-American,(F3),Felony Driving While Lic Suspd,1,(F3),Driving While License Revoked,,,,1,0
3498,Male,African-American,(F3),Grand Theft in the 3rd Degree,2,(F3),Poss3;4 Methylenedioxymethcath,,,,1,0
3501,Male,African-American,(F2),Deliver Cocaine,2,(F3),Possession of Cocaine,,,,1,0
3502,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,1,(M1),Eng/Bus/Contract W/O License,,,,1,0
3507,Male,Hispanic,(F3),False Imprisonment,,,,,,,0,0
3536,Male,Caucasian,(F2),arrest case no charge,2,(F3),Tamper With Witness/Victim/CI,,(M1),Battery,1,1
3580,Male,Caucasian,(F2),arrest case no charge,,,,,,,0,0
3583,Male,Caucasian,(F3),Possession Of Buprenorphine,,,,,,,0,0
