person_id,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
232,Female,Caucasian,(M2),Fail To Obey Police Officer,,,,,,,0,0
250,Male,Caucasian,(F3),Felony Petit Theft,,,,,,,0,0
278,Male,African-American,(M1),Battery,1,(M1),Extradition/Defendants,,,,1,0
295,Male,African-American,(F3),Possession of Oxycodone,,,,,,,0,0
302,Female,African-American,(F3),Felony Petit Theft,3,(F3),Felony Petit Theft,,,,1,0
317,Female,African-American,(F1),arrest case no charge,,,,,,,0,0
322,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
332,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
335,Male,African-American,(M1),Battery,1,(M1),Battery,,(M1),Battery,1,1
359,Male,African-American,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
377,Female,Caucasian,(M1),Battery,1,(M1),Battery,,(M1),Battery,1,1
380,Male,African-American,(M1),Battery,,,,,,,0,0
390,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
393,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
397,Male,African-American,(M1),Battery,,,,,,,0,0
423,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
428,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
433,Female,Caucasian,(F3),Poss Unlaw Issue Id,,,,,,,0,0
437,Male,Caucasian,(F3),Aggravated Assault W/Dead Weap,1,(M2),Leave Acc/Attend Veh/More $50,,,,1,0
455,Male,Other,(M1),Battery,,,,,,,0,0
468,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,0
480,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(MO3),Enter City Park/ Prohibited Hrs,,,,1,0
488,Male,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
489,Male,Caucasian,(M1),Battery,1,(M2),Driving License Suspended,,(M1),Battery,1,1
515,Male,African-American,(M1),Battery,,,,,,,0,0
516,Male,African-American,(F3),arrest case no charge,1,(M2),Driving License Suspended,,(F2),Robbery / No Weapon,1,1
517,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
535,Male,Caucasian,(F3),Possession Of Heroin,,,,,,,0,0
554,Male,Caucasian,(M2),Burglary Unoccupied Dwelling,,,,,,,0,0
584,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,0
585,Male,African-American,(F3),Possession of Ethylone,,,,,,,0,0
587,Male,African-American,(F1),arrest case no charge,,,,,,,0,0
605,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,,,,,,,0,0
607,Male,Caucasian,(M1),Battery,,,,,,,0,0
617,Male,Other,(F3),arrest case no charge,,,,,,,0,0
626,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
628,Male,Caucasian,(M1),Driving Under The Influence,2,(M2),Susp Drivers Lic 1st Offense,,,,1,0
636,Male,African-American,(F2),Robbery / No Weapon,,,,,,,0,0
674,Male,African-American,(M1),Battery,1,(M1),Battery,,(M1),Battery,1,1
676,Male,Caucasian,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
678,Female,African-American,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
686,Male,Caucasian,(M1),Battery,1,(M2),Petit Theft,,,,1,0
696,Female,Native American,(F2),arrest case no charge,3,(F3),Possession of Cocaine,,,,1,0
699,Male,Caucasian,(M2),Lve/Scen/Acc/Veh/Prop/Damage,,,,,,,0,0
709,Male,African-American,(F3),Felony Battery w/Prior Convict,1,(M1),Viol Pretrial Release Dom Viol,,,,1,0
711,Female,African-American,(F2),arrest case no charge,2,(M1),Unlaw Use False Name/Identity,,,,1,0
739,Male,African-American,(M2),arrest case no charge,,,,,,,0,0
742,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
774,Male,African-American,(F3),Tampering With Physical Evidence,,,,,,,0,0
777,Male,Caucasian,(F2),arrest case no charge,,,,,,,0,0
779,Female,African-American,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
808,Male,Caucasian,(F3),Felony Battery (Dom Strang),1,(F3),Grand Theft in the 3rd Degree,,,,1,0
823,Male,African-American,(F3),Drivg While Lic Suspd/Revk/Can,1,(F3),Driving While License Revoked,,,,1,0
826,Female,Caucasian,(F3),Uttering a Forged Instrument,,,,,,,0,0
840,Male,African-American,(F1),Consp Traff Oxycodone 28g><30k,,,,,,,0,0
845,Male,African-American,(M1),Battery,,,,,,,0,0
850,Male,African-American,(F2),arrest case no charge,3,(F3),Grand Theft in the 3rd Degree,,(F2),Robbery / No Weapon,1,1
864,Male,Hispanic,(F3),Possession of Cannabis,,,,,,,0,0
865,Female,Caucasian,(M2),Driving License Suspended,,,,,,,0,0
868,Female,African-American,(F3),Aggravated Assault w/Firearm,,,,,,,0,0
871,Male,Caucasian,(M1),Battery,,,,,,,0,0
876,Male,Caucasian,(M1),Battery,,,,,,,0,0
890,Male,Other,(M1),Battery,1,(M2),Operating W/O Valid License,,,,1,0
893,Male,Hispanic,(M2),DUI Property Damage/Injury,,,,,,,0,0
898,Male,African-American,(F2),arrest case no charge,7,(F3),Tampering With Physical Evidence,,,,1,0
901,Male,African-American,(M1),Battery,,,,,,,0,0
906,Female,Caucasian,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
910,Male,African-American,(F3),Agg Fleeing and Eluding,,,,,,,0,0
929,Male,Caucasian,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
945,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
959,Male,African-American,(F3),arrest case no charge,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
960,Male,Caucasian,(F2),Burglary Conveyance Occupied,1,(M2),Operating W/O Valid License,,,,1,0
967,Male,African-American,(F3),Felony Petit Theft,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
973,Female,Caucasian,(M2),Disorderly Conduct,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
985,Male,Hispanic,(F2),arrest case no charge,,,,,,,0,0
991,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1001,Male,African-American,(F3),Tamper With Witness/Victim/CI,,,,,,,0,0
1004,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1005,Male,African-American,(M1),Violation of Injunction Order/Stalking/Cyberstalking,1,(F2),Aggrav Battery w/Deadly Weapon,,(F2),Aggrav Battery w/Deadly Weapon,1,1
1011,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1026,Male,African-American,(F3),arrest case no charge,2,(F3),,,,,1,0
1027,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1043,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1045,Male,African-American,(F3),Burglary Unoccupied Dwelling,,,,,,,0,0
1051,Male,African-American,(M2),Driving License Suspended,1,(M1),Opert With Susp DL 2nd Offens,,,,1,0
1055,Male,African-American,(F3),arrest case no charge,1,(F3),Grand Theft in the 3rd Degree,,(F3),Aggravated Assault w/Firearm,1,1
1060,Male,African-American,(F3),Unauth Poss ID Card or DL,,,,,,,0,0
1079,Male,African-American,(F2),Aggravated Battery / Pregnant,1,(M1),Battery,,(M1),Battery,1,1
1108,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1109,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,(M1),Extradition/Defendants,,,,1,0
1122,Male,African-American,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1132,Female,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
1161,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
1169,Male,African-American,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1177,Male,Caucasian,(M2),Leave Acc/Attend Veh/More $50,,,,,,,0,0
1188,Male,African-American,(F1),Sex Battery Deft 18+/Vict 11-,,,,,,,0,0
1193,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1195,Female,African-American,(F3),Resist Officer w/Violence,,,,,,,0,0
1200,Male,African-American,(F3),Burglary Conveyance Unoccup,1,(M2),Driving License Suspended,,,,1,0
1215,Male,Hispanic,(M1),Battery,,,,,,,0,0
1221,Male,Other,(M1),Driving Under The Influence,,,,,,,0,0
1233,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
1240,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
1249,Male,Caucasian,(M1),Battery,,,,,,,0,0
1251,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1257,Male,African-American,(M1),Battery,3,(F3),Tampering With Physical Evidence,,(M1),Battery,1,1
1267,Male,African-American,(F3),Aggravated Assault W/dead Weap,,,,,,,0,0
1291,Male,Hispanic,(F3),Use Computer for Child Exploit,,,,,,,0,0
1295,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
1312,Male,African-American,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,0
1320,Male,Other,(F3),Delivery of 5-Fluoro PB-22,,,,,,,0,0
1331,Male,African-American,(F3),Burglary Conveyance Unoccup,3,(F3),Grand Theft in the 3rd Degree,,,,1,0
1335,Female,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
1348,Female,African-American,(F1),arrest case no charge,,,,,,,0,0
1349,Male,Hispanic,(M1),Battery,,,,,,,0,0
1354,Male,Hispanic,(M2),Expired DL More Than 6 Months,,,,,,,0,0
1358,Male,African-American,(M1),arrest case no charge,1,(F2),Burglary Unoccupied Dwelling,,,,1,0
1367,Male,African-American,(F3),Felony Driving While Lic Suspd,2,(F3),Possession of Cannabis,,,,1,0
1376,Male,Hispanic,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1381,Male,Caucasian,(M1),Battery,,,,,,,0,0
1383,Male,Hispanic,(F3),Leaving the Scene of Accident,,,,,,,0,0
1387,Female,Caucasian,(M1),Battery,,,,,,,0,0
1393,Male,African-American,(F3),arrest case no charge,6,(F3),Obtain Control Substance By Fraud,,,,1,0
1397,Male,African-American,(M2),Trespass Structure/Conveyance,,,,,,,0,0
1411,Female,Hispanic,(M1),DUI - Enhanced,,,,,,,0,0
1418,Male,Hispanic,(F3),Sex Offender Fail Comply W/Law,,,,,,,0,0
1427,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,(M1),Possess Cannabis/20 Grams Or Less,,(F2),Throw Deadly Missile Into Veh,1,1
1433,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
1448,Male,Caucasian,(M1),Viol Injunct Domestic Violence,,,,,,,0,0
1467,Male,African-American,(F3),Deliver Cannabis,1,(F3),Driving While License Revoked,,,,1,0
1471,Male,Caucasian,(M1),Battery,1,(F3),Poss3;4 Methylenedioxymethcath,,(F3),Felony Battery (Dom Strang),1,1
1478,Male,Caucasian,(M2),Prowling/Loitering,,,,,,,0,0
1479,Male,African-American,(M1),Battery,3,(F3),Possession of Cocaine,,,,1,0
1484,Male,Caucasian,(F3),Felony Petit Theft,2,(M1),Fraudulent Use Of Credit Card,,,,1,0
1485,Male,African-American,(M1),Battery,1,(M1),Possess Cannabis/20 Grams Or Less,,(M1),Battery,1,1
1504,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
1531,Male,Hispanic,(F3),arrest case no charge,1,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1535,Male,Hispanic,(M1),Battery,3,(M2),Unlaw LicTag/Sticker Attach,,,,1,0
1578,Male,Caucasian,(F3),Money Launder 100K or More Dols,,,,,,,0,0
1588,Male,African-American,(M2),Petit Theft,1,(M1),Unlaw Use False Name/Identity,,,,1,0
1591,Female,Caucasian,(M1),Driving Under The Influence,,,,,,,0,0
1593,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,0
1596,Male,African-American,(F3),Possession of Cannabis,1,(M1),Resist/Obstruct W/O Violence,,,,1,0
1610,Male,African-American,(F3),Tampering With Physical Evidence,,,,,,,0,0
1619,Male,Other,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1623,Male,African-American,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
1638,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,1,(M2),Driving License Suspended,,,,1,0
1646,Male,Hispanic,(M1),DUI Level 0.15 Or Minor In Veh,,,,,,,0,0
1660,Male,African-American,(F3),arrest case no charge,4,(F3),Fraudulent Use Credit Card,,(F1),Robbery W/Deadly Weapon,1,1
1666,Female,Caucasian,(F3),Aggravated Assault W/o Firearm,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1667,Male,Caucasian,(M1),Battery,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
1673,Male,Caucasian,(M2),Criminal Mischief Damage <$200,2,(M2),Petit Theft,,(M1),Assault On Law Enforc Officer,1,1
1682,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,0
1684,Female,Caucasian,(F3),arrest case no charge,,,,,,,0,0
1696,Female,Hispanic,(F3),Felony Battery w/Prior Convict,,,,,,,0,0
1715,Male,African-American,(F3),Felony Battery,1,(M1),Viol Prot Injunc Repeat Viol,,(M1),Battery,1,1
1718,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,1
1725,Female,Hispanic,(F3),Grand Theft in the 3rd Degree,1,(M2),Driving License Suspended,,,,1,0
1741,Male,African-American,(F3),Uttering a Forged Instrument,3,(M1),Resist/Obstruct W/O Violence,,,,1,0
1746,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,1,(M2),Operating W/O Valid License,,,,1,0
1747,Male,Caucasian,(M1),Resist/Obstruct W/O Violence,,,,,,,0,0
1755,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1792,Male,Native American,(F7),Burglary Conveyance Assault/Bat,1,(F3),Neglect Child / No Bodily Harm,,(F2),Neglect Child / Bodily Harm,1,1
1796,Male,African-American,(F3),Burglary Conveyance Unoccup,1,(M2),Petit Theft,,,,1,0
1800,Male,African-American,(M2),Assault,,,,,,,0,0
1801,Female,African-American,(M1),Battery,,,,,,,0,0
1806,Female,Caucasian,(F3),Criminal Mischief,3,(M1),Trespass Other Struct/Convey,,,,1,0
1826,Male,Caucasian,(M2),Driving License Suspended,,,,,,,0,0
1833,Male,Asian,(F3),Unauth Poss ID Card or DL,,,,,,,0,0
1855,Female,Caucasian,(F3),Possession of Ethylone,,,,,,,0,0
1856,Male,Caucasian,(F3),Battery on Law Enforc Officer,,,,,,,0,0
1857,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
1899,Male,Hispanic,(M1),Battery,,,,,,,0,0
1906,Male,Caucasian,(M1),Battery,,,,,,,0,0
1911,Male,African-American,(M2),Assault,,,,,,,0,0
1922,Male,African-American,(F3),False Imprisonment,,,,,,,0,0
1927,Male,African-American,(F3),arrest case no charge,2,(M2),Susp Drivers Lic 1st Offense,,,,1,0
1929,Male,Hispanic,(M2),Petit Theft,4,(M1),Unlaw Use False Name/Identity,,,,1,0
1941,Male,African-American,(M1),DUI Property Damage/Injury,,,,,,,0,0
1943,Male,African-American,(F3),Possession Burglary Tools,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
1944,Male,African-American,(F7),Burglary Dwelling Assault/Batt,,,,,,,0,0
1957,Male,Caucasian,(M1),Battery,,,,,,,0,0
1971,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1994,Male,Caucasian,(M1),Battery,1,(F2),Aggrav Battery w/Deadly Weapon,,(F2),Aggrav Battery w/Deadly Weapon,1,1
1995,Male,Caucasian,(F3),Burglary Conveyance Unoccup,3,(F1),Falsely Personating Officer,,(M1),Battery,1,1
1997,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
2006,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,1,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
2015,Female,Hispanic,(F3),arrest case no charge,,,,,,,0,0
2017,Male,Caucasian,(F3),Felony Battery (Dom Strang),,,,,,,0,0
2019,Male,African-American,(F3),arrest case no charge,1,(M2),Operating W/O Valid License,,,,1,0
2021,Male,Other,(M1),Battery,,,,,,,0,0
2036,Male,African-American,(F3),Possession of Cocaine,2,(M2),Prowling/Loitering,,,,1,0
2042,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2044,Male,Other,(M1),Battery,,,,,,,0,0
2055,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2081,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,0
2084,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,,,,,,,0,0
2090,Female,African-American,(M1),Battery,,,,,,,0,0
2094,Male,African-American,(MO3),Prostitution/Lewdness/Assign,,,,,,,0,0
2106,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2114,Male,African-American,(MO3),Resisting W/O Violence,,,,,,,0,0
2117,Male,African-American,(M2),arrest case no charge,,,,,,,0,0
2124,Male,Caucasian,(F3),Battery on a Person Over 65,,,,,,,0,0
2126,Male,Caucasian,(F3),arrest case no charge,1,(M2),DWLS Canceled Disqul 1st Off,,,,1,0
2128,Male,African-American,(F3),Crimin Mischief Damage $1000+,1,(M1),,,,,1,0
2136,Male,African-American,(F3),Unauth Poss ID Card or DL,,,,,,,0,0
2147,Male,African-American,(F3),Grand Theft (Motor Vehicle),,,,,,,0,0
2155,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
2162,Female,African-American,(M2),Prostitution/Lewd Act Assignation,,,,,,,0,0
2179,Male,African-American,(M2),arrest case no charge,,,,,,,0,0
2186,Male,Caucasian,(F3),Felony Battery (Dom Strang),2,(F3),Felony Battery w/Prior Convict,,(F3),Felony Battery (Dom Strang),1,1
2209,Male,Hispanic,(F3),Felony Battery (Dom Strang),1,(M2),Disobey Officer/Fireman,,,,1,0
2244,Female,Other,(F3),Felony Petit Theft,,,,,,,0,0
2260,Female,Other,(M1),Battery,,,,,,,0,0
2277,Male,Caucasian,(M1),arrest case no charge,1,(M1),Opert With Susp DL 2nd Offens,,(F3),Felony Battery w/Prior Convict,1,1
2314,Male,African-American,(M2),Petit Theft,,,,,,,0,0
2317,Male,African-American,(F3),Possession Of Methamphetamine,1,(F3),Burglary Conveyance Unoccup,,,,1,0
2331,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2335,Male,African-American,(F7),Burglary Dwelling Assault/Batt,2,(M1),Viol Injunct Domestic Violence,,(F3),Robbery Sudd Snatch No Weapon,1,1
2342,Female,African-American,(F3),Possession of Cocaine,,,,,,,0,0
2350,Male,African-American,(M2),Assault,1,(M2),Susp Drivers Lic 1st Offense,,,,1,0
2371,Male,Caucasian,(M2),Driving License Suspended,,,,,,,0,0
2392,Male,African-American,(F1),Robbery / Weapon,1,(M2),Petit Theft,,,,1,0
2448,Male,African-American,(F3),Grand Theft in the 3rd Degree,4,(M1),Resist/Obstruct W/O Violence,,,,1,0
2454,Male,Other,(F1),Robbery W/Firearm,,,,,,,0,0
2458,Female,Asian,(M1),Battery,,,,,,,0,0
2471,Male,Hispanic,(F2),Agg Assault Law Enforc Officer,,,,,,,0,0
2481,Male,Caucasian,(F3),False Ownership Info/Pawn Item,,,,,,,0,0
2486,Female,Caucasian,(M1),Battery,,,,,,,0,0
2490,Male,African-American,(F3),Felony Driving While Lic Suspd,1,(M1),Opert With Susp DL 2nd Offens,,,,1,0
2493,Female,Caucasian,(F2),arrest case no charge,1,(M2),Petit Theft,,,,1,0
2494,Female,African-American,(F3),Grand Theft in the 3rd Degree,1,(F3),Grand Theft in the 3rd Degree,,,,1,0
2506,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2508,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2513,Male,African-American,(F3),Poss Cntrft Contr Sub w/Intent,1,(M2),Driving License Suspended,,,,1,0
2539,Female,African-American,(M2),arrest case no charge,1,(M1),Criminal Mischief>$200<$1000,,(F3),Stalking (Aggravated),1,1
2568,Male,African-American,(F3),arrest case no charge,2,(F3),Possession of Cocaine,,,,1,0
2584,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
2599,Female,Native American,(M2),arrest case no charge,,,,,,,0,0
2605,Male,Hispanic,(M1),Viol Prot Injunc Repeat Viol,,,,,,,0,0
2610,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2616,Male,Hispanic,(F2),Sel/Pur/Mfr/Del Control Substa,,,,,,,0,0
2618,Male,African-American,(F3),Felony Petit Theft,2,(F3),Grand Theft in the 3rd Degree,,,,1,0
2621,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,2,(M1),Possess Drug Paraphernalia,,(M1),Battery,1,1
2625,Male,Hispanic,(M2),Disorderly Conduct,,,,,,,0,0
2627,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2632,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,0
2638,Male,Caucasian,(M1),Battery,,,,,,,0,0
2641,Male,Other,(M1),Battery,,,,,,,0,0
2648,Male,African-American,(M1),Battery,,,,,,,0,0
2655,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2672,Male,African-American,(F3),Aggravated Assault W/dead Weap,2,(M1),Resist/Obstruct W/O Violence,,(M1),Battery,1,1
2673,Male,African-American,(F3),Possession Burglary Tools,1,(M1),Battery,,(M1),Battery,1,1
2682,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
2698,Female,Caucasian,(F3),Battery on Law Enforc Officer,1,(M2),Driving License Suspended,,,,1,0
2704,Male,African-American,(F3),Felony Battery (Dom Strang),1,(M2),Operating W/O Valid License,,,,1,0
2726,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,,,,,,,0,0
2738,Male,Other,(M1),Viol Prot Injunc Repeat Viol,,,,,,,0,0
2742,Female,Caucasian,(F3),arrest case no charge,2,(F3),False Ownership Info/Pawn Item,,,,1,0
2765,Female,African-American,(M1),Battery,,,,,,,0,0
2766,Male,African-American,(F3),Grand Theft in the 3rd Degree,3,(F3),Grand Theft Firearm,,,,1,0
2798,Male,Caucasian,(F3),Battery on a Person Over 65,,,,,,,0,0
2801,Male,Other,(M2),Burglary Unoccupied Dwelling,,,,,,,0,0
2802,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,0
2804,Male,African-American,(M2),Driving Under The Influence,1,(F3),Poss Pyrrolidinovalerophenone,,,,1,0
2806,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
2811,Female,African-American,(F3),arrest case no charge,,,,,,,0,0
2815,Male,Hispanic,(F3),arrest case no charge,,,,,,,0,0
2819,Male,African-American,(F2),Felon in Pos of Firearm or Amm,2,(M2),Trespass Struct/Conveyance,,,,1,0
2836,Male,Asian,(F3),arrest case no charge,1,(M2),No Wholesale/ Retail Dealer Lic,,,,1,0
2848,Male,Caucasian,(M1),Viol Pretrial Release Dom Viol,2,(F2),Robbery / No Weapon,,(F2),Robbery / No Weapon,1,1
2866,Female,Caucasian,(M2),Aggravated Assault W/Dead Weap,,,,,,,0,0
2880,Male,Caucasian,(F3),DWI w/Inj Susp Lic / Habit Off,,,,,,,0,0
2884,Female,Hispanic,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
2889,Male,African-American,(F1),Burgl Dwel/Struct/Convey Armed,,,,,,,0,0
2893,Male,African-American,(F3),Deliver 3;4 Methylenediox,,,,,,,0,0
2900,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
2912,Male,Caucasian,(M2),Operating W/O Valid License,,,,,,,0,0
2917,Male,Caucasian,(M1),Petit Theft $100- $300,1,(M2),Petit Theft,,,,1,0
2920,Female,Caucasian,(M1),Battery,,,,,,,0,0
2927,Male,African-American,(F3),arrest case no charge,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
2981,Male,Hispanic,(F3),Sell or Offer for Sale Counterfeit Goods,,,,,,,0,0
2996,Male,Other,(F3),Purchase Cannabis,,,,,,,0,0
3003,Male,African-American,(F3),Tampering With Physical Evidence,,,,,,,0,0
3004,Male,African-American,(F2),arrest case no charge,3,(F3),Possession of Ethylone,,,,1,0
3016,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,0
3017,Male,Other,(F3),arrest case no charge,,,,,,,0,0
3028,Female,Caucasian,(M1),DUI Property Damage/Injury,,,,,,,0,0
3031,Male,Caucasian,(F2),Aggravated Battery / Pregnant,2,(M1),Viol Injunct Domestic Violence,,,,1,0
3033,Male,Other,(F3),Grand Theft in the 3rd Degree,2,(M1),Possess Cannabis/20 Grams Or Less,,,,1,0
3036,Female,African-American,(M1),Battery,,,,,,,0,0
3066,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,0
3071,Female,African-American,(F3),arrest case no charge,1,(M2),Petit Theft,,,,1,0
3096,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,(M1),Petit Theft $100- $300,,,,1,0
3101,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
3114,Male,Asian,(F3),Felony Petit Theft,1,(F3),Grand Theft in the 3rd Degree,,,,1,0
3121,Male,Caucasian,(M1),Battery,,,,,,,0,0
3127,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
